ماشین,لپ تاپ,تلفن همراه
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تیبا 2', 'رنگ': 'بژ', 'کارکرد (کیلومتر)': 168796, 'سال ساخت': 1394, 'قیمت (تومان)': 224000000, 'توضیحات فروشنده': 'تک صاحب، داخل کابین همانند صفر، بدون خط و خش.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'MSI GF63', 'رنگ': 'آبی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 789000000, 'توضیحات فروشنده': 'سیستم خنک\u200cکنندگی ارتقا یافته، پردازنده سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Nokia 5.4', 'رنگ': 'نقره\u200cای', 'سال تولید': 2022, 'حافظه داخلی (GB)': 64, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 5800000, 'توضیحات فروشنده': 'دارای گلس و قاب از روز اول استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پراید 131', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 174379, 'سال ساخت': 1389, 'قیمت (تومان)': 298000000, 'توضیحات فروشنده': 'دو لکه رنگ در درب عقب، سند تک برگ، بیمه ۹ ماهه.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ZenBook 14', 'رنگ': 'قرمز', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 576000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ جزئی روی قاب، فنی سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'OnePlus 8T', 'رنگ': 'مشکی', 'سال تولید': 2020, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 25600000, 'توضیحات فروشنده': 'به تازگی ریست شده، آماده استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'برلیانس H330', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 148290, 'سال ساخت': 1396, 'قیمت (تومان)': 1290000000, 'توضیحات فروشنده': 'بیمه و معاینه فنی تا پایان سال، فنی سالم.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Acer Swift 3', 'رنگ': 'مشکی', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 274000000, 'توضیحات فروشنده': 'بدون کوچک\u200cترین ایراد، همه چیز اورجینال.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 12', 'رنگ': 'مشکی', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 28500000, 'توضیحات فروشنده': 'قیمت مقطوع، تخفیف فقط پای معامله.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'هایما S7', 'رنگ': 'زرد', 'کارکرد (کیلومتر)': 141974, 'سال ساخت': 1400, 'قیمت (تومان)': 3187000000, 'توضیحات فروشنده': 'لاستیک\u200cها ۹۰٪، تعویض روغن تازه، موتور کاملاً بی\u200cصدا.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Dell XPS 13', 'رنگ': 'سفید', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 355000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Google Pixel 7a', 'رنگ': 'نقره\u200cای', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 26200000, 'توضیحات فروشنده': 'فروش فوری، گوشی کاملاً سالم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'کوییک', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 33079, 'سال ساخت': 1398, 'قیمت (تومان)': 571000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ روی درب، موتور پلمپ، داخل کابین تمیز.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Dell XPS 13', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 318000000, 'توضیحات فروشنده': 'قیمت مقطوع، تخفیف فقط نقدی.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 12', 'رنگ': 'آبی', 'سال تولید': 2020, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 34300000, 'توضیحات فروشنده': 'تمامی اطلاعات پاک شده و آماده انتقال.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'کوییک R', 'رنگ': 'مشکی', 'کارکرد (کیلومتر)': 49601, 'سال ساخت': 1398, 'قیمت (تومان)': 495000000, 'توضیحات فروشنده': 'چرخ\u200cها تازه تعویض شده، فنی تضمینی، فقط نقد.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ROG Strix G15', 'رنگ': 'مشکی', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 1275000000, 'توضیحات فروشنده': 'صفحه\u200cکلید بدون فرسایش، تاچ\u200cپد دقیق.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Tecno Camon 19', 'رنگ': 'بنفش', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 6900000, 'توضیحات فروشنده': 'مناسب هدیه، ظاهر بسیار تمیز و شیک.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'چری آریزو 5', 'رنگ': 'نقره\u200cای', 'کارکرد (کیلومتر)': 67728, 'سال ساخت': 1400, 'قیمت (تومان)': 1326000000, 'توضیحات فروشنده': 'بدنه بدون رنگ و خط، سرویس\u200cها در نمایندگی، سند دست اول.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'آبی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 545000000, 'توضیحات فروشنده': 'به دلیل ارتقا می\u200cفروشم، سالم و تمیز.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Nokia G20', 'رنگ': 'بنفش', 'سال تولید': 2023, 'حافظه داخلی (GB)': 64, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 8200000, 'توضیحات فروشنده': 'بدون هیچ هزینه اضافه، فقط استفاده کن.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا معمولی', 'رنگ': 'مشکی', 'کارکرد (کیلومتر)': 146087, 'سال ساخت': 1396, 'قیمت (تومان)': 1162000000, 'توضیحات فروشنده': 'مناسب مصرف\u200cکننده واقعی، تمام سرویس\u200cها در زمان خود انجام شده.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 882000000, 'توضیحات فروشنده': 'صفحه\u200cکلید بدون فرسایش، تاچ\u200cپد دقیق.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 14 Pro', 'رنگ': 'طلایی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 60300000, 'توضیحات فروشنده': 'صفحه نمایش سالم، خط و خش ندارد.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'کوییک R', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 82644, 'سال ساخت': 1400, 'قیمت (تومان)': 753000000, 'توضیحات فروشنده': 'فنی کاملاً سالم، کارکرد کم، بدون کوچکترین خرج.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Huawei MateBook D 14', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 544000000, 'توضیحات فروشنده': 'بدنه آلومینیومی، بسیار سبک و مقاوم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'OnePlus 10 Pro', 'رنگ': 'قرمز', 'سال تولید': 2023, 'حافظه داخلی (GB)': 512, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 32700000, 'توضیحات فروشنده': 'به تازگی ریست شده، آماده استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رانا', 'رنگ': 'زرد', 'کارکرد (کیلومتر)': 156553, 'سال ساخت': 1392, 'قیمت (تومان)': 783000000, 'توضیحات فروشنده': 'چرخ\u200cها تازه تعویض شده، فنی تضمینی، فقط نقد.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Acer Nitro 5', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 717000000, 'توضیحات فروشنده': 'آکبند بازشده، ضمانت باقی\u200cمانده دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Sony Xperia 10 III', 'رنگ': 'طلایی', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 14700000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، باتری تازه تعویض شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو پارس', 'رنگ': 'آبی', 'کارکرد (کیلومتر)': 163676, 'سال ساخت': 1397, 'قیمت (تومان)': 573000000, 'توضیحات فروشنده': 'مناسب مصرف\u200cکننده واقعی، تمام سرویس\u200cها در زمان خود انجام شده.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'مشکی', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 875000000, 'توضیحات فروشنده': 'صفحه\u200cکلید بدون فرسایش، تاچ\u200cپد دقیق.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy A52', 'رنگ': 'مشکی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 12500000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تیبا 2', 'رنگ': 'آبی', 'کارکرد (کیلومتر)': 96109, 'سال ساخت': 1401, 'قیمت (تومان)': 303000000, 'توضیحات فروشنده': 'مناسب مصرف\u200cکننده واقعی، تمام سرویس\u200cها در زمان خود انجام شده.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo ThinkPad X1', 'رنگ': 'خاکستری', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 461000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ جزئی روی قاب، فنی سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Motorola G82', 'رنگ': 'قرمز', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 10500000, 'توضیحات فروشنده': 'مناسب هدیه، ظاهر بسیار تمیز و شیک.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ساینا S', 'رنگ': 'نقره\u200cای', 'کارکرد (کیلومتر)': 166491, 'سال ساخت': 1400, 'قیمت (تومان)': 321000000, 'توضیحات فروشنده': 'چرخ\u200cها تازه تعویض شده، فنی تضمینی، فقط نقد.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'آبی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 531000000, 'توضیحات فروشنده': 'برای برنامه\u200cنویسی و گیمینگ مناسب.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy S21', 'رنگ': 'قرمز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 17000000, 'توضیحات فروشنده': 'به تازگی ریست شده، آماده استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ام وی ام 315', 'رنگ': 'قهوه\u200cای', 'کارکرد (کیلومتر)': 99059, 'سال ساخت': 1400, 'قیمت (تومان)': 847000000, 'توضیحات فروشنده': 'بدون خرج، فقط سوار شو، همه چیز آماده انتقال.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'آبی', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 591000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ جزئی روی قاب، فنی سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy S21', 'رنگ': 'طلایی', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 17700000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رنو ساندرو', 'رنگ': 'آبی', 'کارکرد (کیلومتر)': 93814, 'سال ساخت': 1398, 'قیمت (تومان)': 1346000000, 'توضیحات فروشنده': 'بدنه بدون رنگ، فقط یک خط سطحی، موتور بسیار نرم و روان.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Air M1', 'رنگ': 'مشکی', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 388000000, 'توضیحات فروشنده': 'قیمت مقطوع، تخفیف فقط نقدی.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy M31', 'رنگ': 'سفید', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 10300000, 'توضیحات فروشنده': 'کارکرد بسیار کم، به شرط سلامت کامل.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تیبا 2', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 79996, 'سال ساخت': 1400, 'قیمت (تومان)': 258000000, 'توضیحات فروشنده': 'رنگ شدگی در گلگیر جلو، مابقی فابریک، موتور پلمپ.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Razer Blade 15', 'رنگ': 'آبی', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 2048, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 1245000000, 'توضیحات فروشنده': 'سالم، مناسب دانشجویان و اداری.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Honor X9a', 'رنگ': 'قرمز', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 14000000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، باتری تازه تعویض شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رنو ساندرو استپ\u200cوی', 'رنگ': 'آبی', 'کارکرد (کیلومتر)': 81045, 'سال ساخت': 1398, 'قیمت (تومان)': 2163000000, 'توضیحات فروشنده': 'ماشین شرکتی، بدون تصادف، سرویس در تعمیرگاه مرکزی.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Acer Nitro 5', 'رنگ': 'خاکستری', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 640000000, 'توضیحات فروشنده': 'همراه با کیف و شارژر اصلی، باتری تازه سرویس شده.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 12', 'رنگ': 'قرمز', 'سال تولید': 2020, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 29200000, 'توضیحات فروشنده': 'بدون هیچ هزینه اضافه، فقط استفاده کن.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تیبا 2', 'رنگ': 'مشکی', 'کارکرد (کیلومتر)': 58516, 'سال ساخت': 1395, 'قیمت (تومان)': 304000000, 'توضیحات فروشنده': 'موتور و گیربکس عالی، رینگ اسپرت، زاپاس استفاده نشده.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo ThinkPad X1', 'رنگ': 'خاکستری', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 746000000, 'توضیحات فروشنده': 'سالم، مناسب دانشجویان و اداری.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Huawei Nova 9', 'رنگ': 'سبز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 20100000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
